Dataset,Algorithm,Attack,seed,had_cache,new_test_mae,d_test_mae,new_test_rmse,d_test_rmse,new_test_mape,d_test_mape,new_test_accuracy,d_test_accuracy,new_test_macro_f1,d_test_macro_f1,new_test_macro_recall,d_test_macro_recall,new_test_auc,d_test_auc,new_sec_trust_auc,d_sec_trust_auc,new_sec_malicious_weight_mass,d_sec_malicious_weight_mass,new_sec_tdr,d_sec_tdr,new_sec_fpr,d_sec_fpr,worst_delta,changed
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,44,True,2.449333906173706,0.0,4.394564151763916,0.0,5.989767551422119,0.0,0.83535,0.0,0.7021334720432677,0.0,0.6851001685171407,0.0,0.9746571131320894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,45,True,2.4616341590881348,0.0,4.438797473907471,0.0,6.096734523773193,0.0,0.8344,0.0,0.699379967765786,0.0,0.6830249081396864,0.0,0.9740944916776837,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,46,True,2.4312868118286133,0.0,4.34032678604126,0.0,5.936745643615723,0.0,0.8333,0.0,0.6961639451720159,0.0,0.6817089814916726,0.0,0.9752566830243744,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,47,True,2.4697203636169434,0.0,4.419930934906006,0.0,5.978043556213379,0.0,0.83285,0.0,0.6962177968394816,0.0,0.6821618040607167,0.0,0.9740713401497565,0.0,0.9523809523809524,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,No_Attack,42,True,2.4282445907592773,0.0,4.364515781402588,0.0,5.92395544052124,0.0,0.83485,0.0,0.70041533360695,0.0,0.6873438651075553,0.0,0.9745844570161094,0.0,,,0.0,0.0,,,,,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,No_Attack,43,True,2.44888973236084,0.0,4.416804313659668,0.0,5.995448589324951,0.0,0.8329,0.0,0.694524325010976,0.0,0.681446454389247,0.0,0.9743344989193021,0.0,,,0.0,0.0,,,,,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,No_Attack,44,True,2.4252679347991943,0.0,4.348840236663818,0.0,5.998403072357178,0.0,0.83585,0.0,0.7048147433034966,0.0,0.6887494723252172,0.0,0.9748151557264468,0.0,,,0.0,0.0,,,,,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,No_Attack,45,True,2.4257147312164307,0.0,4.371705055236816,0.0,5.932937145233154,0.0,0.83515,0.0,0.7016728304845994,0.0,0.6886834319689351,0.0,0.9751105933986244,0.0,,,0.0,0.0,,,,,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,No_Attack,46,True,2.4182722568511963,0.0,4.341287612915039,0.0,5.836909770965576,0.0,0.83495,0.0,0.7019485731098694,0.0,0.6910419182180354,0.0,0.9749579492770667,0.0,,,0.0,0.0,,,,,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,No_Attack,47,True,2.416921854019165,0.0,4.347750663757324,0.0,5.851224422454834,0.0,0.8364,0.0,0.7038890257544472,0.0,0.690345038293804,0.0,0.9750933629781882,0.0,,,0.0,0.0,,,,,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Sybil_Poisoning,42,True,2.4604499340057373,0.0,4.414852142333984,0.0,6.08234977722168,0.0,0.8333,0.0,0.7003850802553977,0.0,0.6887332602389433,0.0,0.9748652881780059,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Sybil_Poisoning,43,True,2.493208646774292,0.0,4.4815802574157715,0.0,6.1172051429748535,0.0,0.83265,0.0,0.6947302213303047,0.0,0.6825551485130605,0.0,0.9736653153587276,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Sybil_Poisoning,44,True,2.4540889263153076,0.0,4.371325492858887,0.0,6.168184280395508,0.0,0.83385,0.0,0.6990957642753244,0.0,0.6799569525124797,0.0,0.9748883725260176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Sybil_Poisoning,45,True,2.4709737300872803,0.0,4.476828098297119,0.0,6.1833086013793945,0.0,0.8357,0.0,0.6989986860167454,0.0,0.6827973650482557,0.0,0.9736655225166297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Sybil_Poisoning,46,True,2.446751594543457,0.0,4.37742805480957,0.0,5.921998023986816,0.0,0.8345,0.0,0.7025490560035326,0.0,0.6897758916216509,0.0,0.9749646864908712,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
METR-LA,ZeroTrust-ANFIS-FL,Sybil_Poisoning,47,True,2.457900285720825,0.0,4.428239822387695,0.0,6.040435314178467,0.0,0.8342,0.0,0.696074098281802,0.0,0.67668053202997,0.0,0.9742583651807551,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Byzantine_Noise,42,True,0.9163886904716492,0.0,1.6315871477127075,0.0,1.768188238143921,0.0,0.9514,0.0,0.852131019433102,0.0,0.8460355355272698,0.0,0.995929281914208,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Byzantine_Noise,43,True,0.9259545803070068,0.0,1.6546193361282349,0.0,1.78429114818573,0.0,0.95095,0.0,0.8493993508117038,0.0,0.8489631164587177,0.0,0.9958681221099778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Byzantine_Noise,44,True,0.9219213724136353,0.0,1.6288580894470215,0.0,1.7778493165969849,0.0,0.9507,0.0,0.8503917756869578,0.0,0.8453028978251231,0.0,0.9958486857685633,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Byzantine_Noise,45,True,0.9306476712226868,0.0,1.6702030897140503,0.0,1.802362084388733,0.0,0.95065,0.0,0.8494255248348124,0.0,0.8433874043856218,0.0,0.9957153631777241,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Byzantine_Noise,46,True,0.9169354438781738,0.0,1.6251280307769775,0.0,1.7620434761047363,0.0,0.95185,0.0,0.8533411672344255,0.0,0.8444795883278203,0.0,0.9958163472750495,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Byzantine_Noise,47,True,0.9227839708328247,0.0,1.6381311416625977,0.0,1.7809929847717285,0.0,0.95105,0.0,0.8522413385368095,0.0,0.8433058407908405,0.0,0.9957585180925806,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Label_Flipping,42,True,0.9198247790336609,0.0,1.6528279781341553,0.0,1.7675684690475464,0.0,0.9517,0.0,0.8531844955909298,0.0,0.8484049071128463,0.0,0.9958375257989268,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Label_Flipping,43,True,0.9232822060585022,0.0,1.6529338359832764,0.0,1.7717341184616089,0.0,0.9506,0.0,0.8493641142490139,0.0,0.8459726818858903,0.0,0.9957879543295528,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Label_Flipping,44,True,0.9223347902297974,0.0,1.631641149520874,0.0,1.7748759984970093,0.0,0.95085,0.0,0.8511093529033564,0.0,0.846139088834887,0.0,0.9959252212902869,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Label_Flipping,45,True,0.9258005619049072,0.0,1.6461023092269897,0.0,1.7968552112579346,0.0,0.9507,0.0,0.8502192011574247,0.0,0.8411325939086292,0.0,0.9958328816025284,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Label_Flipping,46,True,0.916168749332428,0.0,1.630855917930603,0.0,1.7622230052947998,0.0,0.95175,0.0,0.8546547416572349,0.0,0.8485360553828307,0.0,0.9958588882287942,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Label_Flipping,47,True,0.9240351319313049,0.0,1.641041874885559,0.0,1.7876776456832886,0.0,0.95035,0.0,0.8498488032127168,0.0,0.8409881197167584,0.0,0.995830272346393,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,No_Attack,42,True,0.9140862226486206,0.0,1.627769947052002,0.0,1.7555789947509766,0.0,0.9517,0.0,0.8527198267475985,0.0,0.8462244854732012,0.0,0.9959107570256664,0.0,,,0.0,0.0,,,,,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,No_Attack,43,True,0.9209429621696472,0.0,1.650359869003296,0.0,1.7694573402404785,0.0,0.9513,0.0,0.8516229144103308,0.0,0.8480669238624239,0.0,0.9957844735188927,0.0,,,0.0,0.0,,,,,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,No_Attack,44,True,0.9168757796287537,0.0,1.6277697086334229,0.0,1.7667481899261475,0.0,0.95095,0.0,0.8495274818079668,0.0,0.8458724740043913,0.0,0.9959311604096924,0.0,,,0.0,0.0,,,,,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,No_Attack,45,True,0.9161232709884644,0.0,1.6270134449005127,0.0,1.7681366205215454,0.0,0.95135,0.0,0.8538221135782573,0.0,0.8483478983561543,0.0,0.9959669319453782,0.0,,,0.0,0.0,,,,,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,No_Attack,46,True,0.9150405526161194,0.0,1.6235982179641724,0.0,1.763306975364685,0.0,0.9517,0.0,0.8532335842809766,0.0,0.8467339861618408,0.0,0.9960731351525574,0.0,,,0.0,0.0,,,,,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,No_Attack,47,True,0.9098604321479797,0.0,1.6050951480865479,0.0,1.7531709671020508,0.0,0.95155,0.0,0.8536033865816919,0.0,0.8447369780894018,0.0,0.996077750609169,0.0,,,0.0,0.0,,,,,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Sybil_Poisoning,42,True,0.9211041927337646,0.0,1.6421746015548706,0.0,1.7650084495544434,0.0,0.9516,0.0,0.8541675683316242,0.0,0.8489348028171617,0.0,0.9958820412291125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Sybil_Poisoning,43,True,0.9234763383865356,0.0,1.642292857170105,0.0,1.779011845588684,0.0,0.9516,0.0,0.8517602694830574,0.0,0.8488947033865883,0.0,0.9959178473924553,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Sybil_Poisoning,44,True,0.9277046918869019,0.0,1.6561250686645508,0.0,1.7877804040908813,0.0,0.9512,0.0,0.8523248868806824,0.0,0.8513734036827889,0.0,0.9958383825422562,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Sybil_Poisoning,45,True,0.9220821261405945,0.0,1.6462253332138062,0.0,1.7894426584243774,0.0,0.95125,0.0,0.8522679400086055,0.0,0.8440150034692134,0.0,0.9957370929295519,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Sybil_Poisoning,46,True,0.9192495942115784,0.0,1.6384203433990479,0.0,1.7662588357925415,0.0,0.9511,0.0,0.850514717760484,0.0,0.8451647075477439,0.0,0.9958347486236858,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS-BAY,ZeroTrust-ANFIS-FL,Sybil_Poisoning,47,True,0.9166885018348694,0.0,1.64141845703125,0.0,1.7591116428375244,0.0,0.9513,0.0,0.8530729448840336,0.0,0.8468937119371386,0.0,0.995726102077283,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Byzantine_Noise,42,True,1.0005601644515991,0.0,1.8540016412734985,0.0,1.8577245473861694,0.0,0.94745,0.0,0.8203579318913772,0.0,0.8092815737820886,0.0,0.9940671864284889,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Byzantine_Noise,43,True,1.003264307975769,0.0,1.8448759317398071,0.0,1.8574495315551758,0.0,0.94775,0.0,0.8231721991598194,0.0,0.8126912679453653,0.0,0.9941037817405951,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Byzantine_Noise,44,True,1.0111000537872314,0.0,1.862409234046936,0.0,1.8902705907821655,0.0,0.94645,0.0,0.818732383037216,0.0,0.80825648033867,0.0,0.9940905116429614,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Byzantine_Noise,45,True,1.0061529874801636,0.0,1.874536156654358,0.0,1.8651820421218872,0.0,0.94635,0.0,0.8140977889167766,0.0,0.807768929675345,0.0,0.9941988118220026,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Byzantine_Noise,46,True,1.0066487789154053,0.0,1.8735578060150146,0.0,1.866506814956665,0.0,0.9464,0.0,0.8201324456033092,0.0,0.8148759658910031,0.0,0.9939555793881256,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Byzantine_Noise,47,True,1.0066784620285034,0.0,1.8606066703796387,0.0,1.8800506591796875,0.0,0.9464,0.0,0.8168305993446421,0.0,0.8047517533666276,0.0,0.9939398449907005,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Label_Flipping,42,True,1.0027750730514526,0.0,1.8550082445144653,0.0,1.8553392887115479,0.0,0.94715,0.0,0.8216373032417039,0.0,0.8135589799245505,0.0,0.9936287351843363,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Label_Flipping,43,True,1.0061976909637451,0.0,1.8692724704742432,0.0,1.8641124963760376,0.0,0.94685,0.0,0.8193341441230013,0.0,0.8125438853149252,0.0,0.9938622497867331,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Label_Flipping,44,True,1.0078108310699463,0.0,1.8491322994232178,0.0,1.8895334005355835,0.0,0.94645,0.0,0.8175048225006186,0.0,0.8070598421410663,0.0,0.993991582702045,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Label_Flipping,45,True,1.011344313621521,0.0,1.8838590383529663,0.0,1.8934259414672852,0.0,0.9458,0.0,0.8097172521083499,0.0,0.8021223132977896,0.0,0.9939337780152597,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Label_Flipping,46,True,1.004136562347412,0.0,1.8676061630249023,0.0,1.8495032787322998,0.0,0.94615,0.0,0.8127697203466322,0.0,0.8038015622068017,0.0,0.9939567053149296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Label_Flipping,47,True,1.0057454109191895,0.0,1.8597602844238281,0.0,1.8749064207077026,0.0,0.94585,0.0,0.8146629144201057,0.0,0.8079580388155858,0.0,0.9940686500963242,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,No_Attack,42,True,1.0068525075912476,0.0,1.8763996362686157,0.0,1.8635339736938477,0.0,0.9468,0.0,0.8171283767563379,0.0,0.8090400493420612,0.0,0.9937667026507399,0.0,,,0.0,0.0,,,,,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,No_Attack,43,True,1.0030778646469116,0.0,1.872925043106079,0.0,1.8649604320526123,0.0,0.9466,0.0,0.8143931457142717,0.0,0.8095490143306252,0.0,0.9939897700490905,0.0,,,0.0,0.0,,,,,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,No_Attack,44,True,0.9977736473083496,0.0,1.8384370803833008,0.0,1.846230387687683,0.0,0.9474,0.0,0.8247271923905967,0.0,0.814962679727626,0.0,0.9942315230646184,0.0,,,0.0,0.0,,,,,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,No_Attack,45,True,0.9983741044998169,0.0,1.8496826887130737,0.0,1.8582448959350586,0.0,0.94655,0.0,0.8177463121706738,0.0,0.8121254052573418,0.0,0.994081613250086,0.0,,,0.0,0.0,,,,,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,No_Attack,46,True,0.9953187704086304,0.0,1.8477768898010254,0.0,1.8346704244613647,0.0,0.9472,0.0,0.8207891462113188,0.0,0.8119988230845872,0.0,0.994094431749345,0.0,,,0.0,0.0,,,,,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,No_Attack,47,True,0.999638557434082,0.0,1.8580703735351562,0.0,1.8624354600906372,0.0,0.94625,0.0,0.817499439803339,0.0,0.8055557714937958,0.0,0.9941879724239464,0.0,,,0.0,0.0,,,,,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Sybil_Poisoning,42,True,1.0003703832626343,0.0,1.8760504722595215,0.0,1.8393298387527466,0.0,0.946,0.0,0.8159873623763814,0.0,0.8096948400243307,0.0,0.9932716766167622,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Sybil_Poisoning,43,True,1.0020146369934082,0.0,1.8480420112609863,0.0,1.8529222011566162,0.0,0.9478,0.0,0.8214748928110753,0.0,0.8130718386895236,0.0,0.9939355974990497,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Sybil_Poisoning,44,True,1.006422758102417,0.0,1.8638557195663452,0.0,1.8668798208236694,0.0,0.9468,0.0,0.8189294529522982,0.0,0.8067468806248244,0.0,0.9939690879676654,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Sybil_Poisoning,45,True,1.0042909383773804,0.0,1.8682078123092651,0.0,1.8687489032745361,0.0,0.94675,0.0,0.8192551981158754,0.0,0.809645843829904,0.0,0.9941192958115492,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Sybil_Poisoning,46,True,1.0081864595413208,0.0,1.8623720407485962,0.0,1.8675520420074463,0.0,0.94595,0.0,0.8139954586891955,0.0,0.8098372593318036,0.0,0.9940829992149636,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PEMS04,ZeroTrust-ANFIS-FL,Sybil_Poisoning,47,True,1.0041437149047852,0.0,1.8574774265289307,0.0,1.8755236864089966,0.0,0.9466,0.0,0.8166631688394235,0.0,0.8053513795762628,0.0,0.9940281418122996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
