dataset,algorithm,attack,seed,rounds,n_clients,n_params,malicious_frac,zt_tau,test_mae,test_rmse,test_mape,test_accuracy,test_macro_f1,test_macro_recall,test_macro_precision,test_weighted_f1,test_auc,val_mae,val_rmse,val_mape,val_accuracy,val_macro_f1,val_macro_recall,val_macro_precision,val_weighted_f1,val_auc,sec_trust_auc,sec_malicious_weight_mass,sec_tdr,sec_fpr,sec_mean_trust_benign,sec_mean_trust_malicious,sec_trust_margin,sec_tau_used,n_malicious,wall_time_s
METR-LA,FLTrust,Label_Flipping,46,40,10,7825,0.3,0.35,3.8792881965637207,5.634835243225098,10.751256942749023,0.75605,0.5066673619445485,0.5178744130255967,0.6373910489215131,0.755894453969549,0.9691818145084643,3.9049534797668457,5.591783046722412,10.963319778442383,0.7713,0.5124703139644536,0.5293800555901979,0.6393083639876534,0.7718030474806712,0.9724838469171307,0.42857142857142855,0.28563272846839644,1.0,1.0,0.014859320728906564,0.01386315810183684,0.0009961626270697244,0.35,3,272.27081751823425
METR-LA,FLTrust,Label_Flipping,47,40,10,7825,0.3,0.35,3.374404191970825,5.1123199462890625,8.972050666809082,0.79035,0.6007684472868969,0.5949438579265407,0.6747437798853004,0.7930508338523671,0.9710622765200927,3.3646085262298584,4.992394924163818,8.98155403137207,0.80665,0.6179589793644049,0.6174349387612975,0.6806178434506949,0.8104664688962749,0.974552783735521,0.5476190476190477,0.1576575602715281,1.0,1.0,0.024389829885746752,0.01065152200559775,0.013738307880149002,0.35,3,274.04761385917664
METR-LA,Multi-Krum,Label_Flipping,42,40,10,7825,0.3,0.35,2.4536192417144775,4.3850789070129395,6.086906909942627,0.83355,0.7014928737254077,0.6891145242466188,0.7155847523666217,0.8302491218087327,0.9750646131547929,2.351205825805664,4.177034854888916,5.844991207122803,0.84755,0.7050135312504799,0.6924776028876,0.7204100422686421,0.8450761893903674,0.9774443730210995,1.0,0.0,1.0,0.14285714285714285,0.6666666666666666,0.11111111111111112,0.5555555555555555,0.35,3,248.089604139328
METR-LA,Multi-Krum,Label_Flipping,43,40,10,7825,0.3,0.35,2.4455626010894775,4.399306774139404,5.945324420928955,0.8346,0.7006511247901429,0.6882859460886743,0.714203243305473,0.8312838167747962,0.9744956576121162,2.3180668354034424,4.14307165145874,5.604562759399414,0.8489,0.7067404964938684,0.6939889144574213,0.721280329345568,0.8464532821135851,0.9775719479189648,1.0,0.0,1.0,0.14285714285714285,0.6666666666666667,0.11111111111111112,0.5555555555555556,0.35,3,247.51955270767212
METR-LA,Multi-Krum,Label_Flipping,44,40,10,7825,0.3,0.35,2.4487133026123047,4.372476577758789,6.085018634796143,0.8333,0.6987408372232952,0.6831949822116592,0.7170085808315307,0.8301751459209523,0.9747566939608638,2.342054843902588,4.140253067016602,5.811239242553711,0.8469,0.7011326426498655,0.6868720375397237,0.719124995772326,0.8445589538255092,0.9774046434393986,1.0,0.0,1.0,0.14285714285714285,0.6666666666666666,0.11111111111111112,0.5555555555555555,0.35,3,247.76856350898743
METR-LA,Multi-Krum,Label_Flipping,45,40,10,7825,0.3,0.35,2.463606595993042,4.456306457519531,6.086061477661133,0.833,0.6931349180924892,0.6781127886169285,0.7107893145889203,0.8292477294191829,0.9736028574092103,2.3270504474639893,4.172158241271973,5.758742809295654,0.84935,0.7058813190967361,0.6905271375900376,0.725111169576675,0.8465021361780065,0.9770607198165921,1.0,0.0,1.0,0.14285714285714285,0.6666666666666666,0.11111111111111112,0.5555555555555555,0.35,3,247.95004057884216
METR-LA,Multi-Krum,Label_Flipping,46,40,10,7825,0.3,0.35,2.4406094551086426,4.362294673919678,5.9147820472717285,0.83385,0.7007364828959197,0.6898129090101189,0.7127690903158845,0.8309687147831984,0.9751319776975993,2.333437204360962,4.136293888092041,5.682983875274658,0.84665,0.7055058402263317,0.6947168453032699,0.7182744222574808,0.8443808508014248,0.9776326831670145,1.0,0.0,1.0,0.14285714285714285,0.6666666666666667,0.11111111111111112,0.5555555555555556,0.35,3,247.401437997818
METR-LA,Multi-Krum,Label_Flipping,47,40,10,7825,0.3,0.35,2.4427547454833984,4.404302597045898,5.994537830352783,0.8356,0.7041826741453654,0.6906423175759071,0.7194727116716916,0.8317408448166205,0.974387863834371,2.326244592666626,4.1528544425964355,5.6605353355407715,0.84935,0.7091323971178383,0.6954464295930075,0.725352736166502,0.8463955413230804,0.977207952801157,1.0,0.0,1.0,0.14285714285714285,0.6666666666666667,0.11111111111111112,0.5555555555555556,0.35,3,248.0573251247406
METR-LA,Static-Mamdani-FL,Label_Flipping,42,40,10,7825,0.3,0.35,3.5740270614624023,5.1955742835998535,9.474227905273438,0.77485,0.5735907143461152,0.5700770276570182,0.6647642559459672,0.7777801319635707,0.9715193884765448,3.60530948638916,5.178578853607178,9.716903686523438,0.79145,0.5846016933791258,0.5867736305609526,0.6707524041527123,0.79473330724926,0.9741978666723612,1.0,0.20526238016315984,0.0,0.0,0.7927597146657985,0.4777535768103507,0.31500613785544784,0.35,3,250.12346816062927
METR-LA,Static-Mamdani-FL,Label_Flipping,43,40,10,7825,0.3,0.35,3.6768696308135986,5.428526878356934,9.915729522705078,0.77295,0.5689027265806186,0.5623806142300557,0.6614806480838455,0.7759822274748223,0.9686444204172837,3.671137809753418,5.332727432250977,10.019021034240723,0.7906,0.5752655386018962,0.5744698495256066,0.6643209941457715,0.7932817021666124,0.9731652725403512,1.0,0.20708725186768906,0.0,0.0,0.7768391353602186,0.47340827619334486,0.3034308591668738,0.35,3,251.73830008506775
METR-LA,Static-Mamdani-FL,Label_Flipping,44,40,10,7825,0.3,0.35,3.485297203063965,5.321884632110596,9.531743049621582,0.78715,0.5756548704979123,0.5631522591334386,0.6617814338254538,0.7872520528782335,0.968349306220556,3.4566304683685303,5.1790313720703125,9.545782089233398,0.8025,0.5822726473780345,0.5741728727895639,0.6672778683015743,0.8027924938147514,0.973577812970227,1.0,0.20906207824181958,0.0,0.0,0.7812831028015912,0.48185689955997657,0.2994262032416146,0.35,3,251.5530571937561
METR-LA,Static-Mamdani-FL,Label_Flipping,45,40,10,7825,0.3,0.35,3.7878899574279785,5.383764266967773,9.802613258361816,0.7638,0.5727539234705423,0.5657812901218003,0.6602076496716107,0.7695250556696598,0.9697593979479449,3.817059278488159,5.317586421966553,9.959526062011719,0.7772,0.5773176039209058,0.5755333521205713,0.6546458288795548,0.7836379925142828,0.9729373937276966,1.0,0.21377812268639165,0.0,0.0,0.7358735277856565,0.4668722917823209,0.2690012360033356,0.35,3,252.79737544059753
METR-LA,Static-Mamdani-FL,Label_Flipping,46,40,10,7825,0.3,0.35,3.5120468139648438,5.088335990905762,8.960439682006836,0.7817,0.6153637811940602,0.6054308433013699,0.6789418889845866,0.786726699415057,0.9704156293803263,3.5103089809417725,4.970419406890869,9.017428398132324,0.7991,0.6239828940036624,0.6201047016041377,0.6821264178393346,0.8048067723096345,0.9743355861788644,1.0,0.2006992567397435,0.0,0.0,0.8155936837051989,0.4778440541145823,0.3377496295906166,0.35,3,250.1986587047577
METR-LA,Static-Mamdani-FL,Label_Flipping,47,40,10,7825,0.3,0.35,3.727933645248413,5.42532205581665,10.096959114074707,0.7668,0.5371135743249608,0.5360298919204937,0.6525633016575434,0.7670594157317995,0.9700146828856694,3.746920585632324,5.364941120147705,10.327138900756836,0.7848,0.5507113475822438,0.5552571738860841,0.6558133124417919,0.7859145275206388,0.9734751563523117,1.0,0.2144292296075422,0.0,0.0,0.7333431793985333,0.46707079423907066,0.26627238515946267,0.35,3,252.11609530448914
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,42,40,10,7825,0.3,0.35,2.448091506958008,4.375246524810791,6.12244176864624,0.8333,0.701144459277275,0.6869053183954809,0.7177804182063177,0.8301424950575637,0.9747631570532389,2.35172176361084,4.162472248077393,5.91948127746582,0.8447,0.7004511178953106,0.6870471914497164,0.7177773148740914,0.8424036125848073,0.977377004256277,1.0,0.0,1.0,0.0,0.6453130393096688,0.3441591101326082,0.3011539291770606,0.4693975445659848,3,249.9850835800171
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,43,40,10,7825,0.3,0.35,2.4682586193084717,4.422197341918945,6.047443866729736,0.83285,0.69645372199077,0.6842253831562398,0.7099063799404713,0.8297821944073416,0.9740289092437184,2.3510608673095703,4.18053674697876,5.749176979064941,0.84745,0.705105385193715,0.6932120299618104,0.7189624777005232,0.8451232994440968,0.977321942943247,1.0,0.0,1.0,0.2857142857142857,0.7235636366156328,0.36406792813433825,0.3594957084812946,0.6068588254571112,3,250.03737807273865
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,44,40,10,7825,0.3,0.35,2.449333906173706,4.394564151763916,5.989767551422119,0.83535,0.7021334720432677,0.6851001685171407,0.7217794036656314,0.8313035488074827,0.9746571131320894,2.3435444831848145,4.1747660636901855,5.769219398498535,0.8476,0.7025340264957347,0.6875107559654388,0.720907645005785,0.8444650945238487,0.9772108276452814,1.0,0.0,1.0,0.14285714285714285,0.6754134217625589,0.33457782215025217,0.34083559961230675,0.5437834327509407,3,250.20677042007446
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,45,40,10,7825,0.3,0.35,2.4616341590881348,4.438797473907471,6.096734523773193,0.8344,0.699379967765786,0.6830249081396864,0.7184274680373227,0.8304780160676968,0.9740944916776837,2.3301703929901123,4.1625213623046875,5.772281646728516,0.84905,0.7067456307902558,0.690984965554996,0.7267616457568422,0.8460649072088668,0.977342633495528,1.0,0.0,1.0,0.0,0.767208975482733,0.3527907989326959,0.41441817655003715,0.5145552857058742,3,249.6742651462555
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,46,40,10,7825,0.3,0.35,2.4312868118286133,4.34032678604126,5.936745643615723,0.8333,0.6961639451720159,0.6817089814916726,0.7126358561822076,0.8297089934013196,0.9752566830243744,2.319099187850952,4.111388206481934,5.675350666046143,0.8492,0.7083620396274274,0.6943495735803318,0.725284360984958,0.8464233906500602,0.9777028728566244,1.0,0.0,1.0,0.0,0.6755481300915749,0.3549202373034804,0.3206278927880945,0.46369974550123616,3,250.17472743988037
METR-LA,ZeroTrust-ANFIS-FL,Label_Flipping,47,40,10,7825,0.3,0.35,2.4697203636169434,4.419930934906006,5.978043556213379,0.83285,0.6962177968394816,0.6821618040607167,0.7125516695996478,0.8277658046290975,0.9740713401497565,2.3473265171051025,4.180907726287842,5.698512077331543,0.84585,0.6989748220486222,0.6847458913038429,0.7159437612002234,0.8419860271783282,0.9771941262244939,0.9523809523809524,0.0,1.0,0.2857142857142857,0.6373256017423635,0.3509209864529172,0.28640461528944633,0.5189165995272201,3,249.71151065826416
METR-LA,FedAvg,Sybil_Poisoning,42,40,10,7825,0.3,0.35,3.0918543338775635,5.007340908050537,8.515952110290527,0.78775,0.6142902202452729,0.6239749873910435,0.6736456287166867,0.7929450392260142,0.9723072984408382,3.0225820541381836,4.900275230407715,8.539543151855469,0.80085,0.6182759921673976,0.6347020285859056,0.6706710736335875,0.8070451556483175,0.9754459946114005,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,248.12540316581726
METR-LA,FedAvg,Sybil_Poisoning,43,40,10,7825,0.3,0.35,5.103501319885254,6.223402500152588,11.259026527404785,0.5985,0.5514459031020044,0.6025779469346936,0.6122792969819127,0.6379862196578375,0.9696731414148401,5.117981433868408,6.192632675170898,11.379375457763672,0.6143,0.5565309626991539,0.6158725725342382,0.6134342985428749,0.6570359985945022,0.9733638368470388,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,248.0734202861786
METR-LA,FedAvg,Sybil_Poisoning,44,40,10,7825,0.3,0.35,3.8517301082611084,5.578910827636719,9.884310722351074,0.73155,0.5866579433756147,0.6089801752734461,0.6574684923463383,0.747375534936271,0.966467822978682,3.885118246078491,5.520658016204834,9.982234001159668,0.74435,0.5891699925913941,0.6194534204611866,0.6522762954785056,0.7616631825905762,0.9711016329711757,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,248.88113403320312
METR-LA,FedAvg,Sybil_Poisoning,45,40,10,7825,0.3,0.35,5.295243263244629,6.430680751800537,11.956100463867188,0.572,0.5171355692461843,0.577630215619539,0.6180790769956575,0.6083399184102318,0.9684919556020092,5.358639240264893,6.431305885314941,12.216303825378418,0.58215,0.5170171496351331,0.5865541292479701,0.607641631170023,0.622976855502714,0.972550903201717,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,248.19571042060852
METR-LA,FedAvg,Sybil_Poisoning,46,40,10,7825,0.3,0.35,5.114914894104004,6.263126850128174,11.164237976074219,0.5954,0.5627408451787341,0.6137191888724249,0.6191643249095578,0.6331263933339938,0.9692252175949057,5.159751892089844,6.244608402252197,11.282135963439941,0.6075,0.5675787689982865,0.6265261535383312,0.6199532976204892,0.6493304126406746,0.9727701989060669,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,249.6300961971283
METR-LA,FedAvg,Sybil_Poisoning,47,40,10,7825,0.3,0.35,5.385429859161377,6.476400852203369,11.671875,0.5599,0.5430900512680445,0.6000018064134084,0.6151913165510571,0.5987230001272063,0.9690157344046599,5.446579456329346,6.477427959442139,11.8505220413208,0.5696,0.545628228073108,0.6098117777071042,0.6116653354103068,0.6140789168469918,0.9723801015879647,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,248.33305954933167
METR-LA,FedProx,Sybil_Poisoning,42,40,10,7825,0.3,0.35,4.7695817947387695,6.043345928192139,10.915361404418945,0.63625,0.5372545246770468,0.5913948244554745,0.6033899164271936,0.6719554848010778,0.9719058671576988,4.7266740798950195,5.962437152862549,10.970955848693848,0.6519,0.5369020398688008,0.5982791325935816,0.5966034032568455,0.6897412793448324,0.97459466474042,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,395.92830061912537
METR-LA,FedProx,Sybil_Poisoning,43,40,10,7825,0.3,0.35,4.566408634185791,5.795230865478516,10.561288833618164,0.6532,0.5722111670353628,0.6147610393516872,0.6369704299704797,0.6857010336883421,0.9707086665673804,4.545082092285156,5.708743095397949,10.51059627532959,0.6725,0.5795408256608284,0.6293253888445908,0.6352966894264787,0.7062693992004746,0.974164435924002,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,395.4450612068176
METR-LA,FedProx,Sybil_Poisoning,44,40,10,7825,0.3,0.35,4.727200031280518,5.9128098487854,10.615180015563965,0.63435,0.5741393917668554,0.6206255288013474,0.6294468067238012,0.6689658462852749,0.9704823096069757,4.756988525390625,5.866268634796143,10.681565284729004,0.64905,0.5803245947478028,0.6334490968981967,0.6283346419620891,0.6866032446865016,0.973792757394246,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,395.8629102706909
METR-LA,FedProx,Sybil_Poisoning,45,40,10,7825,0.3,0.35,4.454715728759766,5.625586986541748,9.920169830322266,0.6616,0.5879958128934536,0.6296889565376057,0.6231523872907184,0.6958504939832928,0.9728348865268006,4.391343116760254,5.504008769989014,9.785658836364746,0.6826,0.5989476053282312,0.6479154274677644,0.6266313771901283,0.7177756390514021,0.9759313346901191,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,396.8830087184906
METR-LA,FedProx,Sybil_Poisoning,46,40,10,7825,0.3,0.35,4.854829788208008,5.942097187042236,10.591798782348633,0.62455,0.5745272022976571,0.6222853795479948,0.6167578226613323,0.6630570949505006,0.971716693947509,4.826331615447998,5.860079288482666,10.548315048217773,0.63785,0.5755157054335485,0.6296190518001905,0.6132470612317122,0.6793182853411971,0.9746146244843699,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,397.8240444660187
METR-LA,FedProx,Sybil_Poisoning,47,40,10,7825,0.3,0.35,4.55739164352417,5.743699073791504,10.3483304977417,0.6538,0.5893346565729797,0.6295273411520107,0.6391568834288768,0.6867884320546411,0.9707007589003227,4.53966760635376,5.667034149169922,10.292835235595703,0.66955,0.5970854172734991,0.6428696456444682,0.641145778789634,0.704504313275944,0.9736661615242435,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,397.27824902534485
METR-LA,SCAFFOLD,Sybil_Poisoning,42,40,10,7825,0.3,0.35,2.80230975151062,4.718906402587891,7.069735050201416,0.82465,0.6825702722960029,0.669657239448432,0.7056816478037714,0.8190684951750304,0.9743276508008314,2.696554183959961,4.528659820556641,6.862432479858398,0.8379,0.6878110466673402,0.6758253035376341,0.7108971960938604,0.833182518151926,0.9769377188670761,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,253.94066667556763
METR-LA,SCAFFOLD,Sybil_Poisoning,43,40,10,7825,0.3,0.35,2.6295626163482666,4.709802627563477,6.862118244171143,0.82595,0.6857927385463349,0.6743404342054339,0.7044737372725887,0.8246377063476679,0.9732875606359968,2.513622522354126,4.493651866912842,6.563732147216797,0.8379,0.6882375678317669,0.6772132275661369,0.7109082190484713,0.8370470964730261,0.976425893529804,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,254.3085539340973
METR-LA,SCAFFOLD,Sybil_Poisoning,44,40,10,7825,0.3,0.35,2.7765772342681885,4.726125240325928,7.372114658355713,0.81865,0.6742020833061828,0.6651659660842485,0.7019752099783011,0.8202952224395891,0.9734804008717011,2.699284315109253,4.544809818267822,7.196394920349121,0.8321,0.6794634981069726,0.6728202538938844,0.7072639326265218,0.8341349751479965,0.9766232010992166,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,253.62802982330322
METR-LA,SCAFFOLD,Sybil_Poisoning,45,40,10,7825,0.3,0.35,2.620729446411133,4.725086688995361,6.663383483886719,0.82545,0.6866780377600037,0.6759044017216718,0.7024350641465004,0.8231092664376322,0.9728717299081291,2.497997760772705,4.485098361968994,6.314586162567139,0.83805,0.6898607040701674,0.6795404362224001,0.7070372547678456,0.8363067096432915,0.9762077728212819,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,253.04342007637024
METR-LA,SCAFFOLD,Sybil_Poisoning,46,40,10,7825,0.3,0.35,2.7576968669891357,4.8298563957214355,7.058386325836182,0.8255,0.6839003227288922,0.6702330511088456,0.7055881967138786,0.8203738231902302,0.9731664969750681,2.651818037033081,4.632952690124512,6.817861557006836,0.838,0.6886689234654456,0.6751956375833126,0.7103351429164424,0.8334950228901076,0.9761113632083713,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,253.7596344947815
METR-LA,SCAFFOLD,Sybil_Poisoning,47,40,10,7825,0.3,0.35,2.8185651302337646,4.749577522277832,7.0410261154174805,0.81385,0.6829706767050858,0.6897526956092568,0.6824860931728755,0.8186832953023506,0.9739218407112089,2.7329506874084473,4.573213577270508,6.848513126373291,0.8281,0.6929488337925283,0.7019158454712782,0.6927529018364956,0.8334130019163069,0.9766460986515774,0.5,0.3,0.0,0.0,0.5,0.5,0.0,0.35,3,253.71193957328796
METR-LA,FLTrust,Sybil_Poisoning,42,40,10,7825,0.3,0.35,3.508394956588745,4.911836624145508,8.51978874206543,0.77,0.6481049639711614,0.6586635741608226,0.6810461802742549,0.7828329207503851,0.9729254928644053,3.511965274810791,4.834666728973389,8.607743263244629,0.78435,0.6562130800411634,0.6725127492861894,0.6859074186357665,0.7980047912622368,0.9764007232594352,0.6190476190476191,0.17480057217477898,1.0,1.0,0.019084159284830093,0.009432650481661161,0.009651508803168932,0.35,3,271.80595874786377
METR-LA,FLTrust,Sybil_Poisoning,43,40,10,7825,0.3,0.35,2.897526502609253,4.781381607055664,6.803027629852295,0.83,0.6840539903324091,0.6680500318712793,0.7109319390342181,0.8190231770799546,0.9744804707320599,2.7884299755096436,4.532135486602783,6.521048545837402,0.84215,0.6842905390953418,0.6650148324767143,0.712133879786142,0.8323889561711432,0.9770845851365644,1.0,0.0,1.0,1.0,0.2027307961668287,0.0,0.2027307961668287,0.35,3,272.26003336906433
METR-LA,FLTrust,Sybil_Poisoning,44,40,10,7825,0.3,0.35,2.880544424057007,4.787065505981445,6.770137786865234,0.83045,0.6892025865672418,0.6742730992946661,0.7130886305469455,0.820727081742235,0.9737602563624546,2.7738828659057617,4.52744197845459,6.539697170257568,0.8433,0.6881429763902324,0.6708034130988375,0.712060244717259,0.8349078218522107,0.9765995120012979,1.0,0.0,1.0,1.0,0.10746054564203535,0.0,0.10746054564203535,0.35,3,271.6282901763916
METR-LA,FLTrust,Sybil_Poisoning,45,40,10,7825,0.3,0.35,5.906487941741943,7.06561279296875,13.238960266113281,0.5167,0.46774061524935473,0.5347208165819821,0.5941847067334161,0.5537789604796293,0.9632424683801533,5.978588104248047,7.08267068862915,13.527575492858887,0.523,0.4639674218284869,0.5420059910542648,0.5872935939332421,0.5651876567449097,0.9676784501450039,0.1904761904761905,0.41379871887408964,1.0,1.0,0.010804913938045502,0.017796740556756657,-0.006991826618711155,0.35,3,273.37315225601196
METR-LA,FLTrust,Sybil_Poisoning,46,40,10,7825,0.3,0.35,5.266847610473633,6.409024238586426,11.343574523925781,0.56955,0.5538160261402025,0.6036203731737207,0.6221069645804314,0.6070946468761975,0.9653412150176091,5.35156774520874,6.425894737243652,11.535911560058594,0.57785,0.5551550943444887,0.6140310102677218,0.6210861084385264,0.6203578059066324,0.9695329683193873,0.33333333333333337,0.39468657382299643,1.0,1.0,0.01998035011014768,0.030398483698566754,-0.010418133588419073,0.35,3,273.50880217552185
METR-LA,FLTrust,Sybil_Poisoning,47,40,10,7825,0.3,0.35,2.4763200283050537,4.444089889526367,6.004916667938232,0.8328,0.6975768624512237,0.6852847232423428,0.7117756103334175,0.8283495068936892,0.9747372703992798,2.3648922443389893,4.178596019744873,5.693109035491943,0.84645,0.7022244341636894,0.6897483608026365,0.7162743896725662,0.8431252372658488,0.9772855979765369,0.9285714285714286,0.0,1.0,1.0,0.035012094769626856,0.0,0.035012094769626856,0.35,3,273.0734384059906
METR-LA,Multi-Krum,Sybil_Poisoning,42,40,10,7825,0.3,0.35,3.0180723667144775,4.564958572387695,7.329129219055176,0.801,0.6844754369007577,0.6891608352363343,0.6962073088377437,0.809435907965953,0.9745743274455418,2.9755609035491943,4.411274433135986,7.25015926361084,0.816,0.6890903743806174,0.6962695628162507,0.7022331676070803,0.8242993784420872,0.9776628454342611,0.7619047619047619,0.14285714285714285,0.6666666666666666,0.2857142857142857,0.5873015873015873,0.29629629629629634,0.291005291005291,0.35,3,248.780020236969
METR-LA,Multi-Krum,Sybil_Poisoning,43,40,10,7825,0.3,0.35,7.9996795654296875,9.12547779083252,16.783496856689453,0.3229,0.34513630069588314,0.4548418370314648,0.5607455095667113,0.33126318763896395,0.9514224548271988,8.107013702392578,9.201162338256836,17.123374938964844,0.3152,0.3408268735298716,0.4592864857408405,0.5440170235786372,0.33093600522081523,0.956274580073347,0.38095238095238093,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.46031746031746035,0.5925925925925927,-0.13227513227513232,0.35,3,248.05652046203613
METR-LA,Multi-Krum,Sybil_Poisoning,44,40,10,7825,0.3,0.35,4.155636310577393,5.431970596313477,9.492918968200684,0.69945,0.623357059546221,0.6530841420783348,0.6572423342988378,0.7258468295959993,0.970584910603335,4.162754058837891,5.367647171020508,9.551703453063965,0.71525,0.6274056027902033,0.6640591572060763,0.6577972439486849,0.7427760116823927,0.9745674089064745,0.7619047619047619,0.2857142857142857,0.6666666666666666,0.2857142857142857,0.5873015873015872,0.29629629629629634,0.2910052910052909,0.35,3,248.44144439697266
METR-LA,Multi-Krum,Sybil_Poisoning,45,40,10,7825,0.3,0.35,4.06752347946167,5.295064926147461,9.307937622070312,0.714,0.631506305746364,0.6594514319941278,0.6632026412122463,0.7378766118163561,0.973239705598985,4.118342399597168,5.263935565948486,9.466922760009766,0.7275,0.6336732356693078,0.6685294054933422,0.6605464425112506,0.7524232703893101,0.9760697171908883,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.4761904761904762,0.5555555555555557,-0.07936507936507947,0.35,3,248.38827633857727
METR-LA,Multi-Krum,Sybil_Poisoning,46,40,10,7825,0.3,0.35,8.180895805358887,9.41239070892334,17.85187339782715,0.31345,0.2988230138566847,0.40605193815165225,0.53835869031657,0.32680727295925427,0.9461247639915307,8.29587173461914,9.508121490478516,18.33685874938965,0.3103,0.29590151598786707,0.41129910568691885,0.5299352747772346,0.332328847517,0.9515769444995974,0.19047619047619047,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3968253968253968,0.7407407407407408,-0.343915343915344,0.35,3,248.7373251914978
METR-LA,Multi-Krum,Sybil_Poisoning,47,40,10,7825,0.3,0.35,2.434634208679199,4.399649620056152,5.976364612579346,0.83585,0.7039836490348805,0.6887860245097497,0.7216799679782943,0.8321845983261615,0.974845058755863,2.3213679790496826,4.136085033416748,5.725580215454102,0.85015,0.7089571015982452,0.6946467661136394,0.7267161455260548,0.8473890985966115,0.9777307557583421,1.0,0.0,1.0,0.14285714285714285,0.6666666666666667,0.11111111111111112,0.5555555555555556,0.35,3,248.67792415618896
METR-LA,Static-Mamdani-FL,Sybil_Poisoning,42,40,10,7825,0.3,0.35,3.4562058448791504,4.90915060043335,8.371198654174805,0.7706,0.6552248443934282,0.6710722307549226,0.6787410344653215,0.784847850327367,0.9740170388180593,3.4412808418273926,4.8215651512146,8.431365013122559,0.78755,0.6614275168246893,0.6832963432946356,0.683142856776303,0.8017763966619204,0.9770507779911299,1.0,0.2075818754393566,0.0,0.0,0.7824871055112019,0.47828747258665566,0.30419963292454627,0.35,3,250.2774829864502
METR-LA,Static-Mamdani-FL,Sybil_Poisoning,43,40,10,7825,0.3,0.35,3.981820821762085,5.325832843780518,9.477062225341797,0.71665,0.6155452223854375,0.6439249609216191,0.6577863084538843,0.7395322242958883,0.9721288070403586,3.9709489345550537,5.232876777648926,9.510083198547363,0.73455,0.6231966511055365,0.6586674052590347,0.6582783001755321,0.758207173448082,0.9761243027340538,1.0,0.21927811015922907,0.0,0.0,0.7282768982284455,0.4772789081316786,0.25099799009676693,0.35,3,249.24510526657104
METR-LA,Static-Mamdani-FL,Sybil_Poisoning,44,40,10,7825,0.3,0.35,3.6437714099884033,5.097122669219971,8.90835952758789,0.7593,0.6362497094655108,0.6515804931133357,0.67456751056674,0.7740936031443377,0.972478376349023,3.665518045425415,5.017600059509277,9.062047004699707,0.7754,0.6425515467217104,0.6641967947665808,0.6767825813691598,0.7903995650619499,0.9760322451564782,1.0,0.2077461706779496,0.0,0.0,0.7957477465852811,0.4868788206599288,0.3088689259253523,0.35,3,250.44242763519287
METR-LA,Static-Mamdani-FL,Sybil_Poisoning,45,40,10,7825,0.3,0.35,4.087757110595703,5.381042957305908,9.098712921142578,0.70565,0.6348251338395067,0.6649580555199821,0.6567090323488494,0.7316264265934342,0.9708769249441366,4.102810382843018,5.289326190948486,9.12870979309082,0.7203,0.6383189375270568,0.6750234662628394,0.656695675686499,0.7475421647310369,0.9748436586078226,1.0,0.2157747461295762,0.0,0.0,0.7467893357819858,0.4794404625531234,0.2673488732288624,0.35,3,249.07508158683777
METR-LA,Static-Mamdani-FL,Sybil_Poisoning,46,40,10,7825,0.3,0.35,4.042104244232178,5.329747676849365,9.357568740844727,0.71825,0.6233784116535661,0.6509664669151545,0.6554104123855365,0.7415371584288293,0.972092371352363,4.03566837310791,5.253313064575195,9.385659217834473,0.7363,0.6354220469087161,0.6689406552748757,0.6619107594923405,0.760160053965191,0.9755474226591934,1.0,0.21221758748206287,0.0,0.0,0.7669057714183374,0.4820519940330394,0.284853777385298,0.35,3,248.14157509803772
